,reaction,compound
22824,R02148,C06193
22825,R02148,C00001
22826,R04768,C06165
22827,R04768,C00027
22828,R04768,C05316
22829,R04768,C00007
22830,R04768,C00080
22831,R02006,C02462
22832,R02006,C00013
22833,R02006,C00341
22834,R02006,C00001
22835,R07799,C16262
22836,R07799,C00003
22837,R07799,C06712
22838,R07799,C00007
22839,R07799,C00080
22840,R07799,C00004
22841,R11280,C00013
22842,R11280,C21260
22843,R11280,C00119
22844,R11280,C01743
22845,R09041,C10793
22846,R09041,C18131
22847,R07797,C00054
22848,R07797,C16259
22849,R07797,C00053
22850,R07797,C16258
22851,R03129,C00035
22852,R03129,C01768
22853,R03129,C00976
22854,R03129,C01768
22855,R04830,C05470
22856,R04830,C00006
22857,R04830,C05469
22858,R04830,C00080
22859,R04830,C00005
22860,R00643,C00072
22861,R00643,C00027
22862,R00643,C01115
22863,R00643,C00007
22864,R09917,C20200
22865,R09917,C01054
22866,R12122,C06087
22867,R12122,C03161
22868,R12122,C00001
22869,R12122,C11882
22870,R12122,C03024
22871,R12122,C00007
22872,R08877,C17962
22873,R08877,C17948
22874,R08828,C17753
22875,R08828,C00001
22876,R08828,C08543
22877,R08828,C00007
22878,R08473,C16716
22879,R08473,C00108
22880,R04165,C04108
22881,R04165,C03205
22882,R02948,C00810
22883,R02948,C00011
22884,R02948,C06010
22885,R07995,C09614
22886,R07995,C08578
22887,R04223,C03589
22888,R04223,C00011
22889,R04223,C03453
22890,R04223,C00001
22891,R05567,C06560
22892,R05567,C00084
22893,R05567,C06556
22894,R05567,C00007
22895,R11716,C00111
22896,R11716,C00011
22897,R11716,C21611
22898,R05702,C00371
22899,R05702,C00005
22900,R05702,C00080
22901,R05702,C02029
22902,R05702,C00006
22903,R01095,C01697
22904,R01095,C00006
22905,R01095,C00124
22906,R01095,C00005
22907,R01095,C00080
22908,R03163,C01721
22909,R03163,C01019
22910,R11565,C21470
22911,R11565,C00001
22912,R11565,C21469
22913,R07011,C11713
22914,R07011,C14786
22915,R04040,C04435
22916,R04040,C02759
22917,R11696,C09593
22918,R11696,C00004
22919,R11696,C00080
22920,R11696,C21600
22921,R11696,C00003
22922,R09446,C00887
22923,R09446,C00006
22924,R09446,C00001
22925,R09446,C00533
22926,R09446,C00005
22927,R09446,C00080
22928,R08080,C15545
22929,R08080,C00121
22930,R08080,C16449
22931,R08080,C00001
22932,R08993,C09094
22933,R08993,C00013
22934,R08993,C00353
22935,R08993,C00001
22936,R02843,C00735
22937,R02843,C00139
22938,R02843,C00001
22939,R02843,C05488
22940,R02843,C00138
22941,R02843,C00007
22942,R02843,C00080
22943,R06424,C11908
22944,R06424,C11907
22945,R09854,C20137
22946,R09854,C00010
22947,R09854,C20136
22948,R09854,C00630
22949,R01703,C01948
22950,R01703,C00011
22951,R01703,C00001
22952,R01703,C00249
22953,R01703,C00027
22954,R05397,C07094
22955,R05397,C00004
22956,R05397,C00080
22957,R05397,C07093
22958,R05397,C00003
22959,R08503,C06892
22960,R08503,C16737
22961,R08027,C16400
22962,R08027,C16396
22963,R07907,C16296
22964,R07907,C16294
22965,R09222,C18305
22966,R09222,C18304
22967,R09222,C00001
22968,R08285,C16553
22969,R08285,C00006
22970,R08285,C00001
22971,R08285,C07047
22972,R08285,C00005
22973,R08285,C00080
22974,R08285,C00007
22975,R05066,C06002
22976,R05066,C00004
22977,R05066,C00080
22978,R05066,C06001
22979,R05066,C00003
22980,R08133,C16494
22981,R08133,C16493
22982,R05153,C06329
22983,R05153,C06328
22984,R05153,C00007
22985,R07451,C15794
22986,R07451,C00001
22987,R07451,C03161
22988,R07451,C15803
22989,R07451,C00007
22990,R07451,C03024
22991,R11943,C04832
22992,R11943,C00139
22993,R11943,C00282
22994,R11943,C04628
22995,R11943,C03576
22996,R11943,C00138
22997,R11943,C00080
22998,R05337,C02331
22999,R05337,C00001
23000,R05337,C11062
23001,R07097,C14862
23002,R07097,C14865
23003,R07097,C00001
23004,R04833,C05471
23005,R04833,C00005
23006,R04833,C00080
23007,R04833,C05472
23008,R04833,C00006
23009,R01066,C00118
23010,R01066,C00084
23011,R01066,C00673
23012,R05772,C07303
23013,R05772,C00406
23014,R05772,C00001
23015,R03184,C03289
23016,R03184,C00027
23017,R03184,C01040
23018,R03184,C00007
23019,R06932,C14106
23020,R06932,C14105
23021,R06932,C00007
23022,R00794,C00244
23023,R00794,C00004
23024,R00794,C00080
23025,R00794,C00088
23026,R00794,C00003
23027,R00794,C00001
23028,R09333,C18637
23029,R09333,C18635
23030,R11564,C02743
23031,R11564,C01432
23032,R11564,C21468
23033,R11564,C00001
23034,R06626,C12323
23035,R06626,C01179
23036,R06626,C03590
23037,R06626,C00082
23038,R06937,C14102
23039,R06937,C00003
23040,R06937,C14098
23041,R06937,C00007
23042,R06937,C00004
23043,R06937,C00080
23044,R10140,C20395
23045,R10140,C00004
23046,R10140,C00080
23047,R10140,C04573
23048,R10140,C00003
23049,R03278,C06105
23050,R03278,C00004
23051,R03278,C00080
23052,R03278,C01147
23053,R03278,C00003
23054,R12114,C21646
23055,R12114,C00009
23056,R12114,C21805
23057,R12114,C00001
23058,R00143,C00192
23059,R00143,C00004
23060,R00143,C00080
23061,R00143,C00014
23062,R00143,C00003
23063,R00143,C00001
23064,R07918,C16353
23065,R07918,C00121
23066,R07918,C16352
23067,R07918,C00001
23068,R11854,C21717
23069,R11854,C00013
23070,R11854,C01230
23071,R02215,C00410
23072,R02215,C00030
23073,R02215,C05479
23074,R02215,C00028
23075,R04696,C05179
23076,R04696,C03161
23077,R04696,C00001
23078,R04696,C05178
23079,R04696,C03024
23080,R04696,C00007
23081,R09997,C03920
23082,R09997,C00283
23083,R09997,C00409
23084,R09997,C03576
23085,R07576,C09707
23086,R07576,C15514
23087,R00508,C00224
23088,R00508,C00009
23089,R00508,C00053
23090,R00508,C00001
23091,R01172,C00136
23092,R01172,C00004
23093,R01172,C00080
23094,R01172,C01412
23095,R01172,C00010
23096,R01172,C00003
23097,R06745,C01416
23098,R06745,C00423
23099,R06948,C08606
23100,R06948,C08614
23101,R09561,C19690
23102,R09561,C00004
23103,R09561,C00080
23104,R09561,C19689
23105,R09561,C00003
23106,R02073,C00009
23107,R02073,C05378
23108,R02073,C00013
23109,R02073,C05345
23110,R02145,C01762
23111,R02145,C00014
23112,R02145,C00387
23113,R02145,C00001
23114,R02997,C01197
23115,R02997,C00296
23116,R02997,C00852
23117,R02997,C00001
23118,R10212,C01546
23119,R10212,C00027
23120,R10212,C14279
23121,R10212,C00001
23122,R10212,C00007
23123,R03197,C03263
23124,R03197,C00011
23125,R03197,C01051
23126,R06402,C11939
23127,R06402,C00001
23128,R06402,C00030
23129,R06402,C11938
23130,R06402,C00007
23131,R06402,C00028
23132,R08517,C01227
23133,R08517,C00033
23134,R08517,C03161
23135,R08517,C00001
23136,R08517,C05138
23137,R08517,C03024
23138,R08517,C00007
23139,R08518,C00280
23140,R08518,C00033
23141,R08518,C03161
23142,R08518,C00001
23143,R08518,C01176
23144,R08518,C03024
23145,R08518,C00007
23146,R08300,C11004
23147,R08300,C16647
23148,R08300,C07073
23149,R08300,C00001
23150,R03057,C02165
23151,R03057,C00909
23152,R03057,C00001
23153,R11718,C01300
23154,R11718,C21614
23155,R11718,C05925
23156,R01103,C00124
23157,R01103,C00089
23158,R01103,C00492
23159,R01103,C00001
23160,R05677,C01610
23161,R05677,C00033
23162,R05677,C07032
23163,R05677,C00001
23164,R05324,C06739
23165,R05324,C00015
23166,R05324,C00029
23167,R05324,C06738
23168,R08153,C16505
23169,R08153,C09694
23170,R08153,C00001
23171,R07961,C16353
23172,R07961,C00003
23173,R07961,C00067
23174,R07961,C00001
23175,R07961,C07480
23176,R07961,C00004
23177,R07961,C00080
23178,R07961,C00007
23179,R00778,C01566
23180,R00778,C00001
23181,R00778,C00086
23182,R03991,C00010
23183,R03991,C05259
23184,R03991,C02593
23185,R03991,C00024
23186,R01981,C00879
23187,R01981,C00004
23188,R01981,C00080
23189,R01981,C00333
23190,R01981,C00003
23191,R01981,C00001
23192,R03165,C01051
23193,R03165,C00001
23194,R03165,C01024
23195,R01596,C05965
23196,R01596,C00219
23197,R01596,C00007
23198,R10501,C20654
23199,R10501,C20653
23200,R04855,C05501
23201,R04855,C00001
23202,R04855,C00667
23203,R04855,C05502
23204,R04855,C00007
23205,R04855,C00662
23206,R04855,C00080
23207,R01785,C00111
23208,R01785,C00266
23209,R01785,C06441
23210,R07484,C11522
23211,R07484,C15776
23212,R04586,C04730
23213,R04586,C01132
23214,R04586,C04884
23215,R04586,C00001
23216,R11251,C17698
23217,R11251,C00009
23218,R11251,C21211
23219,R11251,C00001
23220,R10530,C20678
23221,R10530,C00031
23222,R10530,C08907
23223,R10530,C00001
23224,R06791,C05593
23225,R06791,C07086
23226,R10245,C00048
23227,R10245,C00014
23228,R10245,C15809
23229,R10245,C00001
23230,R01029,C00114
23231,R01029,C00060
23232,R01029,C01777
23233,R01029,C00001
23234,R04458,C05995
23235,R04458,C04332
23236,R12109,C21469
23237,R12109,C00004
23238,R12109,C00080
23239,R12109,C21910
23240,R12109,C00003
23241,R01069,C00111
23242,R01069,C00118
23243,R01069,C03785
23244,R05830,C05849
23245,R05830,C00265
23246,R05830,C02793
23247,R05830,C01119
23248,R10206,C00061
23249,R10206,C00094
23250,R10206,C00001
23251,R10206,C00067
23252,R10206,C11145
23253,R10206,C01847
23254,R10206,C00007
23255,R07564,C15965
23256,R07564,C00028
23257,R07564,C00001
23258,R07564,C08591
23259,R07564,C00030
23260,R07564,C00007
23261,R10922,C20946
23262,R10922,C03161
23263,R10922,C00001
23264,R10922,C20945
23265,R10922,C00007
23266,R10922,C03024
23267,R04142,C05548
23268,R04142,C00003
23269,R04142,C00001
23270,R04142,C03087
23271,R04142,C00004
23272,R04142,C00080
23273,R04142,C00011
23274,R11172,C00615
23275,R11172,C04534
23276,R11172,C04261
23277,R11172,C00185
23278,R00173,C00250
23279,R00173,C00009
23280,R00173,C00018
23281,R00173,C00001
23282,R09206,C18277
23283,R09206,C18279
23284,R09206,C00007
23285,R11888,C00054
23286,R11888,C17254
23287,R11888,C00053
23288,R11888,C21746
23289,R04410,C06359
23290,R04410,C00031
23291,R04410,C04164
23292,R04410,C00469
23293,R11988,C21823
23294,R11988,C03161
23295,R11988,C00001
23296,R11988,C21822
23297,R11988,C03024
23298,R11988,C00007
23299,R09908,C20187
23300,R09908,C01054
